project,class_name,method_name,extract_lines,identifier,,,,,,,,,,,,,,,,,,,,,
libgdx,EarClippingTriangulator,computeTriangles,18-28,"public ShortArray computeTriangles (float[] vertices, int offset, int count)",,,,,,,,,,,,,,,,,,,,,
libgdx,CumulativeDistribution,value,1-12,public T value (float probability),,,,,,,,,,,,,,,,,,,,,
libgdx,BSpline,nearest,1-3,"public int nearest (final T in, int start, final int count)",,,,,,,,,,,,,,,,,,,,,
libgdx,FloatCounter,put,6-8,public void put (float value),,,,,,,,,,,,,,,,,,,,,
libgdx,Intersector,intersectRayPlane,3;6,"public static boolean intersectRayPlane (Ray ray, Plane plane, Vector3 intersection)",,,,,,,,,,,,,,,,,,,,,
libgdx,Matrix4,avg,1-7;10,"public Matrix4 avg (Matrix4[] t, float[] w)",,,,,,,,,,,,,,,,,,,,,
libgdx,Bresenham2,line,15-17;20-22,"public Array<GridPoint2> line (int startX, int startY, int endX, int endY, Pool<GridPoint2> pool, Array<GridPoint2> output)",,,,,,,,,,,,,,,,,,,,,
libgdx,Intersector,overlapsOnAxisOfShape,43-49,"private static boolean overlapsOnAxisOfShape (float[] verts1, int offset1, int count1, float[] verts2, int offset2, int count2, MinimumTranslationVector mtv, boolean shapesShifted)",,,,,,,,,,,,,,,,,,,,,
libgdx,Intersector,intersectSegments,1;4-6;12,"public static boolean intersectSegments (float x1, float y1, float x2, float y2, float x3, float y3, float x4, float y4, Vector2 intersection)",,,,,,,,,,,,,,,,,,,,,
libgdx,GeometryUtils,triangleCircumradius,8-11;15;17-18,"static public float triangleCircumradius (float x1, float y1, float x2, float y2, float x3, float y3)",,,,,,,,,,,,,,,,,,,,,
libgdx,Intersector,intersectLinePlane,5-6,"public static float intersectLinePlane (float x, float y, float z, float x2, float y2, float z2, Plane plane, Vector3 intersection)",,,,,,,,,,,,,,,,,,,,,
libgdx,Intersector,intersectRaySphere,1;4-6;8,"public static boolean intersectRaySphere (Ray ray, Vector3 center, float radius, Vector3 intersection)",,,,,,,,,,,,,,,,,,,,,
libgdx,Quaternion,exp,3-15,public Quaternion exp (float alpha),,,,,,,,,,,,,,,,,,,,,
libgdx,Polygon,getBoundingRectangle,9-14,public Rectangle getBoundingRectangle (),,,,,,,,,,,,,,,,,,,,,
libgdx,Polyline,getBoundingRectangle,9-14,public Rectangle getBoundingRectangle (),,,,,,,,,,,,,,,,,,,,,
libgdx,Quaternion,hasOverlap,2-18,"public static boolean hasOverlap (Vector3[] axes, Vector3[] aVertices, Vector3[] bVertices)",,,,,,,,,,,,,,,,,,,,,
libgdx,Rectangle,merge,1-11,public Rectangle merge (Vector2[] vecs),,,,,,,,,,,,,,,,,,,,,
libgdx,DelaunayTriangulator,quicksortPartition,1-24;33-35,"private int quicksortPartition (final float[] values, int lower, int upper, short[] originalIndices)",,,,,,,,,,,,,,,,,,,,,
libgdx,ConvexHull,quicksortPartitionWithIndices,2-31;39-41,"private int quicksortPartitionWithIndices (final float[] values, int lower, int upper, boolean yDown, short[] originalIndices)",,,,,,,,,,,,,,,,,,,,,
libgdx,GeometryUtils,polygonCentroid,6-14,"static public Vector2 polygonCentroid (float[] polygon, int offset, int count, Vector2 centroid)",,,,,,,,,,,,,,,,,,,,,
libgdx,BounceOut,apply,4-11,public float apply (float a),,,,,,,,,,,,,,,,,,,,,
libgdx,Stage,cancelTouchFocus,3-26,public void cancelTouchFocus (Actor listenerActor),,,,,,,,,,,,,,,,,,,,,
libgdx,Stage,cancelTouchFocusExcept,1-22,"public void cancelTouchFocusExcept (@Null EventListener exceptListener, @Null Actor exceptActor)",,,,,,,,,,,,,,,,,,,,,
libgdx,Actor,act,5-16,public void act (float delta),,,,,,,,,,,,,,,,,,,,,
libgdx,Stage,fireExit,1-9,"private void fireExit (Actor actor, int screenX, int screenY, int pointer)",,,,,,,,,,,,,,,,,,,,,
libgdx,Stage,draw,1-2;5-11,public void draw (),,,,,,,,,,,,,,,,,,,,,
libgdx,Stage,fireEnterAndExit,21-29,"private @Null Actor fireEnterAndExit (@Null Actor overLast, int screenX, int screenY, int pointer)",,,,,,,,,,,,,,,,,,,,,
libgdx,Group,addActorAfter,5-11,"public void addActorAfter (Actor actorAfter, Actor actor)",,,,,,,,,,,,,,,,,,,,,
libgdx,Stage,addTouchFocus,1-6,"public void addTouchFocus (EventListener listener, Actor listenerActor, Actor target, int pointer, int button)",,,,,,,,,,,,,,,,,,,,,
libgdx,Group,drawChildren,55-57;59-60,"protected void drawChildren (Batch batch, float parentAlpha)",,,,,,,,,,,,,,,,,,,,,
libgdx,Group,removeActorAt,4-5;7-8,"public Actor removeActorAt (int index, boolean unfocus)",,,,,,,,,,,,,,,,,,,,,
libgdx,Group,addActorAt,5-10,"public void addActorAt (int index, Actor actor)",,,,,,,,,,,,,,,,,,,,,
libgdx,Group,computeTransform,7-11,protected Matrix4 computeTransform (),,,,,,,,,,,,,,,,,,,,,
libgdx,Actor,fire,5-10,public boolean fire (Event event),,,,,,,,,,,,,,,,,,,,,
libgdx,Group,clearChildren,5-6;8-9,public void clearChildren (boolean unfocus),,,,,,,,,,,,,,,,,,,,,
libgdx,Actor,drawDebugBounds,2-4,protected void drawDebugBounds (ShapeRenderer shapes),,,,,,,,,,,,,,,,,,,,,
libgdx,Actor,setPosition,1-4;6-9,"public void setPosition (float x, float y, int alignment)",,,,,,,,,,,,,,,,,,,,,
libgdx,Actor,setX,2-5,"public void setX (float x, int alignment)",,,,,,,,,,,,,,,,,,,,,
libgdx,Actor,setY,2-5,"public void setY (float y, int alignment)",,,,,,,,,,,,,,,,,,,,,
libgdx,Group,draw,1;3,"public void draw (Batch batch, float parentAlpha)",,,,,,,,,,,,,,,,,,,,,
libgdx,Group,addActorBefore,5-8,"public void addActorBefore (Actor actorBefore, Actor actor)",,,,,,,,,,,,,,,,,,,,,
libgdx,Stage,drawDebug,32-36,private void drawDebug (),,,,,,,,,,,,,,,,,,,,,
libgdx,Stage,calculateScissors,1-5,"public void calculateScissors (Rectangle localRect, Rectangle scissorRect)",,,,,,,,,,,,,,,,,,,,,
libgdx,Stage,setRoot,1;3-4,public void setRoot (Group root),,,,,,,,,,,,,,,,,,,,,
libgdx,Group,addActor,5-7,public void addActor (Actor actor),,,,,,,,,,,,,,,,,,,,,
libgdx,Actor,addCaptureListener,2,public boolean addCaptureListener (EventListener listener),,,,,,,,,,,,,,,,,,,,,
libgdx,Actor,addAction,1-2,public void addAction (Action action),,,,,,,,,,,,,,,,,,,,,
libgdx,Group,applyTransform,2-3,"protected void applyTransform (ShapeRenderer shapes, Matrix4 transform)",,,,,,,,,,,,,,,,,,,,,
libgdx,Stage,dispose,3,public void dispose (),,,,,,,,,,,,,,,,,,,,,
libgdx,Stage,setDebugTableUnderMouse,1,public void setDebugTableUnderMouse (@Null Debug debugTableUnderMouse),,,,,,,,,,,,,,,,,,,,,
libgdx,Group,drawDebugChildren,1-2;5-11;17-27;31,protected void drawDebugChildren (ShapeRenderer shapes),,,,,,,,,,,,,,,,,,,,,
libgdx,Stage,setKeyboardFocus,2-12;14-17,public boolean setKeyboardFocus (@Null Actor actor),,,,,,,,,,,,,,,,,,,,,
libgdx,Stage,setScrollFocus,2-12;14-17,public boolean setScrollFocus (@Null Actor actor),,,,,,,,,,,,,,,,,,,,,
libgdx,Group,setDebug,4;7,"public void setDebug (boolean enabled, boolean recursively)",,,,,,,,,,,,,,,,,,,,,
libgdx,Action,setActor,3-5,public void setActor (Actor actor),,,,,,,,,,,,,,,,,,,,,
libgdx,Group,swapActor,1-2;4,"public boolean swapActor (Actor first, Actor second)",,,,,,,,,,,,,,,,,,,,,
libgdx,AfterAction,delegate,1-7,protected boolean delegate (float delta),,,,,,,,,,,,,,,,,,,,,
libgdx,RotateToAction,update,1-9,protected void update (float percent),,,,,,,,,,,,,,,,,,,,,
libgdx,TemporalAction,act,9-12,public boolean act (float delta),,,,,,,,,,,,,,,,,,,,,
libgdx,DelayAction,delegate,2;4,protected boolean delegate (float delta),,,,,,,,,,,,,,,,,,,,,
libgdx,DelegateAction,setActor,1,public void setActor (Actor actor),,,,,,,,,,,,,,,,,,,,,
libgdx,DelegateAction,setTarget,1,public void setTarget (Actor target),,,,,,,,,,,,,,,,,,,,,
libgdx,EventAction,setTarget,1;3,public void setTarget (Actor newTarget),,,,,,,,,,,,,,,,,,,,,
libgdx,ParallelAction,addAction,2,public void addAction (Action action),,,,,,,,,,,,,,,,,,,,,
libgdx,RemoveActorAction,act,1;3,public boolean act (float delta),,,,,,,,,,,,,,,,,,,,,
libgdx,BinTree,NormalizeLinks,2-7,"void NormalizeLinks (int[] items, int numItems, int subValue)",,,,,,,,,,,,,,,,,,,,,
libgdx,BinTree,GetMatches,80-81;92-95;98-100;18;20-21,public int GetMatches (int[] distances),,,,,,,,,,,,,,,,,,,,,
libgdx,BinTree,Skip,52-53;60-63;66-68,public void Skip (int num) throws IOException,,,,,,,,,,,,,,,,,,,,,
libgdx,InWindow,MoveBlock,1-3,public void MoveBlock (),,,,,,,,,,,,,,,,,,,,,
libgdx,OutWindow,GetByte,1-2,public byte GetByte (int distance),,,,,,,,,,,,,,,,,,,,,
libgdx,InWindow,GetMatchLen,1,"public int GetMatchLen (int index, int distance, int limit)",,,,,,,,,,,,,,,,,,,,,
libgdx,OutWindow,Flush,1;3,public void Flush (),,,,,,,,,,,,,,,,,,,,,
libgdx,Viewport,toScreenCoordinates,1-2;4-6,"public Vector2 toScreenCoordinates (Vector2 worldCoords, Matrix4 transformMatrix)",,,,,,,,,,,,,,,,,,,,,
libgdx,Viewport,apply,2-5,public void apply (boolean centerCamera),,,,,,,,,,,,,,,,,,,,,
libgdx,Viewport,project,1;3,public Vector2 project (Vector2 worldCoords),,,,,,,,,,,,,,,,,,,,,
libgdx,Viewport,unproject,1;3,public Vector2 unproject (Vector2 touchCoords),,,,,,,,,,,,,,,,,,,,,
libgdx,ExtendViewport,update,11-14;19-22,"public void update (int screenWidth, int screenHeight, boolean centerCamera)",,,,,,,,,,,,,,,,,,,,,
openrefine,Metaphone3,Encode,1-6;14-187,void Encode(),,,,,,,,,,,,,,,,,,,,,
openrefine,Metaphone3,Encode_WITZ_WICZ,4-19,boolean Encode_WITZ_WICZ(),,,,,,,,,,,,,,,,,,,,,
openrefine,Metaphone3,MetaphAdd,8-16,"void MetaphAdd(String main, String alt)",,,,,,,,,,,,,,,,,,,,,
openrefine,Metaphone3,RootOrInflections,35-38,"boolean RootOrInflections(String inWord, String root)",,,,,,,,,,,,,,,,,,,,,
openrefine,Metaphone3,SetKeyLength,1-6,boolean SetKeyLength(int inKeyLength),,,,,,,,,,,,,,,,,,,,,
openrefine,Metaphone3,MetaphAdd,1-6,void MetaphAdd(String in),,,,,,,,,,,,,,,,,,,,,
openrefine,Metaphone3,MetaphAdd,1-6,"void MetaphAdd(String main, String alt)",,,,,,,,,,,,,,,,,,,,,
openrefine,Metaphone3,Encode_GH_Special_Cases,1;4;7;10;13;16;19;22;25;27;28;31,boolean Encode_GH_Special_Cases(),,,,,,,,,,,,,,,,,,,,,
openrefine,UserDefinedDistance,compute,8-9,"public double compute(String a, String b)",,,,,,,,,,,,,,,,,,,,,
openrefine,GetAllPreferencesCommand,doGet,2-12,"public void doGet(HttpServletRequest request, HttpServletResponse response)",,,,,,,,,,,,,,,,,,,,,
openrefine,TransposeColumnsIntoRowsCommand,doPost,10-33,"public void doPost(HttpServletRequest request, HttpServletResponse response)",,,,,,,,,,,,,,,,,,,,,
openrefine,EditOneCellCommand,doPost,15-31,"public void doPost(HttpServletRequest request, HttpServletResponse response)",,,,,,,,,,,,,,,,,,,,,
openrefine,SplitMultiValueCellsCommand,doPost,9-32,"public void doPost(HttpServletRequest request, HttpServletResponse response)",,,,,,,,,,,,,,,,,,,,,
openrefine,JoinMultiValueCellsCommand,doPost,9-13,"public void doPost(HttpServletRequest request, HttpServletResponse response)",,,,,,,,,,,,,,,,,,,,,
openrefine,KeyValueColumnizeCommand,doPost,9-14,"public void doPost(HttpServletRequest request, HttpServletResponse response)",,,,,,,,,,,,,,,,,,,,,
openrefine,TextTransformCommand,createOperation,7-12,"protected AbstractOperation createOperation(Project project, HttpServletRequest request, EngineConfig engineConfig)",,,,,,,,,,,,,,,,,,,,,
openrefine,TransposeRowsIntoColumnsCommand,doPost,9-13,"public void doPost(HttpServletRequest request, HttpServletResponse response)",,,,,,,,,,,,,,,,,,,,,
openrefine,EditOneCellCommand,doPost,10-38,"public void doPost(HttpServletRequest request, HttpServletResponse response)",,,,,,,,,,,,,,,,,,,,,
openrefine,RenameColumnCommand,doPost,18-25,"public void doPost(HttpServletRequest request, HttpServletResponse response)",,,,,,,,,,,,,,,,,,,,,
openrefine,MoveColumnCommand,doPost,9-12,"public void doPost(HttpServletRequest request, HttpServletResponse response)",,,,,,,,,,,,,,,,,,,,,
openrefine,GetColumnsInfoCommand,getBinIndex,1;3-8,"private NumericBinIndex getBinIndex(Project project, Column column)",,,,,,,,,,,,,,,,,,,,,
openrefine,CancelImportingJobCommand,doPost,6-8;11,"public void doPost(HttpServletRequest request, HttpServletResponse response)",,,,,,,,,,,,,,,,,,,,,
openrefine,GetLanguagesCommand,doGet,2-5,"public void doGet(HttpServletRequest request, HttpServletResponse response)",,,,,,,,,,,,,,,,,,,,,
openrefine,LoadLanguageCommand,doPost,1-4,"public void doPost(HttpServletRequest request, HttpServletResponse response)",,,,,,,,,,,,,,,,,,,,,
openrefine,LoadLanguageCommand,loadLanguage,10-13,"static ObjectNode loadLanguage(RefineServlet servlet, String strModule, String strLang)",,,,,,,,,,,,,,,,,,,,,
openrefine,LoadLanguageCommand,doPost,1-22;27;32-37;41-53,"public void doPost(HttpServletRequest request, HttpServletResponse response)",,,,,,,,,,,,,,,,,,,,,
openrefine,GetModelsCommand,internalRespond,2-15;30-34;24-28,"protected void internalRespond(HttpServletRequest request, HttpServletResponse response)",,,,,,,,,,,,,,,,,,,,,
openrefine,GetProjectMetadataCommand,doGet,2-4,"public void doGet(HttpServletRequest request, HttpServletResponse response)",,,,,,,,,,,,,,,,,,,,,
openrefine,SetProjectTagsCommand,doPost,8-10,"public void doPost(HttpServletRequest request, HttpServletResponse response)",,,,,,,,,,,,,,,,,,,,,
openrefine,SetProjectMetadataCommand,doPost,6;9;16,"public void doPost(HttpServletRequest request, HttpServletResponse response)",,,,,,,,,,,,,,,,,,,,,
openrefine,ImportProjectCommand,internalImport,2-20,"protected void internalImport(HttpServletRequest request, Map<String, String> options, long projectID)",,,,,,,,,,,,,,,,,,,,,
openrefine,GuessTypesOfColumnCommand,guessTypes,3-30,"protected List<TypeGroup> guessTypes(Project project, Column column, String serviceUrl)",,,,,,,,,,,,,,,,,,,,,
openrefine,ReconJudgeSimilarCellsCommand,createOperation,6-16,"protected AbstractOperation createOperation(Project project, HttpServletRequest request, EngineConfig engineConfig)",,,,,,,,,,,,,,,,,,,,,
openrefine,ReconJudgeOneCellCommand,doPost,19-36,"public void doPost(HttpServletRequest request, HttpServletResponse response)",,,,,,,,,,,,,,,,,,,,,
openrefine,JudgeOneCellProcess,createHistoryEntry,75-106;11-28;36-68,protected HistoryEntry createHistoryEntry(long historyEntryID),,,,,,,,,,,,,,,,,,,,,
openrefine,PreviewExtendDataCommand,doPost,63-97;30-31,"public void doPost(HttpServletRequest request, HttpServletResponse response)",,,,,,,,,,,,,,,,,,,,,
openrefine,GuessTypesOfColumnCommand,guessTypes,56-58,"protected List<TypeGroup> guessTypes(Project project, Column column, String serviceUrl)",,,,,,,,,,,,,,,,,,,,,
openrefine,ReconMarkNewTopicsCommand,createOperation,2-5;6-9;10-13,"protected AbstractOperation createOperation(Project project,HttpServletRequest request, EngineConfig engineConfig)",,,,,,,,,,,,,,,,,,,,,
openrefine,ClearOneCellProcess,createHistoryEntry,15-36;1;5;10,protected HistoryEntry createHistoryEntry(long historyEntryID),,,,,,,,,,,,,,,,,,,,,
openrefine,ReconClearOneCellCommand,doPost,7-16,"public void doPost(HttpServletRequest request, HttpServletResponse response)",,,,,,,,,,,,,,,,,,,,,
openrefine,GetRowsCommand,internalRespond,82-107;34-39;21-233;32;15-17,"protected void internalRespond(HttpServletRequest request, HttpServletResponse response)",,,,,,,,,,,,,,,,,,,,,
openrefine,ReorderRowsCommand,createOperation,3-11,"protected AbstractOperation createOperation(Project project,HttpServletRequest request, EngineConfig engineConfig)",,,,,,,,,,,,,,,,,,,,,
openrefine,AnnotateOneRowCommand,doPost,16-23;31-38,"public void doPost(HttpServletRequest request, HttpServletResponse response)",,,,,,,,,,,,,,,,,,,,,
openrefine,RowWritingVisitor,internalVisit,2-4,"protected boolean internalVisit(Project project, Record record, int sortedStartRowIndex)",,,,,,,,,,,,,,,,,,,,,
openrefine,AddRowsCommand,doPost,7-11,"public void doPost(HttpServletRequest request, HttpServletResponse response)",,,,,,,,,,,,,,,,,,,,,
openrefine,MultiValuedCellSplitOperation,createHistoryEntry,23-48;59-66,"protected HistoryEntry createHistoryEntry(Project project, long historyEntryID)",,,,,,,,,,,,,,,,,,,,,
openrefine,KeyValueColumnizeOperation,createHistoryEntry,144-146;75-77,"protected HistoryEntry createHistoryEntry(Project project, long historyEntryID)",,,,,,,,,,,,,,,,,,,,,
openrefine,Edit,deserialize,1-4,"public static Edit deserialize(@JsonProperty(""from"") List<String> from,@JsonProperty(""fromBlank"") boolean fromBlank,@JsonProperty(""fromError"") boolean fromError,@JsonProperty(""to"") Object to,@JsonProperty(""type"") String type) ",,,,,,,,,,,,,,,,,,,,,
openrefine,TransposeRowsIntoColumnsOperation,createHistoryEntry,1-25;27-42,"protected HistoryEntry createHistoryEntry(Project project, long historyEntryID)",,,,,,,,,,,,,,,,,,,,,
openrefine,TransposeColumnsIntoRowsOperation,createHistoryEntry,102-113;115-119;130-134,"protected HistoryEntry createHistoryEntry(Project project, long historyEntryID)",,,,,,,,,,,,,,,,,,,,,
openrefine,MassEditOperation,createRowVisitor,6-22,"protected RowVisitor createRowVisitor(Project project, List<CellChange> cellChanges, long historyEntryID)",,,,,,,,,,,,,,,,,,,,,
openrefine,MultiValuedCellJoinOperation,createHistoryEntry,11-32;53-55,"protected HistoryEntry createHistoryEntry(Project project, long historyEntryID)",,,,,,,,,,,,,,,,,,,,,
openrefine,RowWritingVisitor,internalVisit,1-3;7-31,"public boolean internalVisit(Project project, int rowIndex, Row row)",,,,,,,,,,,,,,,,,,,,,
openrefine,RowWritingVisitor,start,3-9,public void start(Project project),,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
